1530368,在南京江宁大学城附近，有一个南京人很熟悉的风景区——方山。方山因山顶较平，像一个巨大的印章又被称为天印山，据说方山是南京第一个被人工改造过的山，秦始皇凿山通淮泄王气。方山有一个定林寺，说起定林寺还是颇有来头的。南京有上下定林寺之说，这里的是下定林寺，已有800多年历史了，定林寺现在的建筑大都是近年新建的，只有定林寺塔是宋朝的。,/Date(1635418206000+0800)/,6
76062796,定林寺塔位于南京市江宁区方山西北麓，又叫方山斜塔，塔身向北倾斜7.59度，倾斜度超过闻名于世的意大利比萨斜塔，仍堪称“世界第一斜塔”。&#x0A;&#x0A;定林寺塔始建于南宋乾道九年（公元1173年），塔高约14.50米，为七级八面仿木结构楼阁式砖塔。底层和二层内部为方形，三层以上则为圆筒形。在第五层设木架以承刹杆。&#x0A;&#x0A;底层仅南面开门，中央有石雕须弥座，东、西、北三面有佛龛。其他各层均四面开门。塔身用砖砌成仿木结构的柱枋、斗拱。&#x0A;&#x0A;不用门票&#x2F;免费景点,/Date(1635756049000+0800)/,0
42803678,去江宁顺道去了趟方山，一直有所耳闻，但现今才第一次到达这里。神似一匹孤狼的石像矗立正中。定林寺在方山⛰️范围。占地面积很大，但人烟稀少，诺大一所寺庙，游客基本上没见到超过十个。景色不错，建筑也算宏伟，最高处的藏经阁还没有竣工，却也可以俯瞰一部分的美景。里面一位带发修行的女尼热情的打着招呼，并测量体温，看健康码。沿着树荫下的小道一路上去也不算热。出去之后在停车场旁的小店买了个冷饮感受下清凉。,/Date(1599263711000+0800)/,2
1890911,来自天竺的达摩祖师曾到下定林寺举行佛事活动，所以方山至今尚保留有“达摩崖”等历史古迹，为禅宗之祖达摩偃坐之地，在佛教界有“南定林、北少林”之说。南京十大寺庙之一,/Date(1611192642000+0800)/,0
71914318,方山上的寺庙&#x0A;【景色】自然&#x0A;【趣味】有趣&#x0A;【性价比】高,/Date(1619009309000+0800)/,0
20749513,方山之腰，香火尚好。周边游赏之地颇多，值得一游。,/Date(1617692464000+0800)/,0
8705584,定林寺塔，又叫方山斜塔，南宋时修建。位于南京市江宁区方山西北麓。塔身向北最多时倾斜7.59度。在对定林寺塔进行了抢救&amp;quot;纠偏&amp;quot;加固后，斜度从7.59度拉回至5.35度。即便如此，其倾斜度还是超过了比萨斜塔，堪称世界第一斜塔。,/Date(1567573702000+0800)/,1
4207619,曾经鼎盛一时，如今重又建设开光，建筑是新的，大气磅礴，古塔是旧的，景区没有小卖部，去方山旅游最好自己备好水和食物，人不是很多。,/Date(1476172233000+0800)/,8
44635782,亲子游也蛮好的，半山腰好多人搭个帐篷，蛮惬意的,/Date(1446519313000+0800)/,2
20648401,今已有1500多年历史，是金陵名刹、“金陵四十八景”之一。历史上，定林寺分为“上定林寺”、“下定林寺”两处。南朝刘宋景平二年（&#x20;423&#x20;年）“慧觉”于南京钟山创建“下定林寺”，刘宋元嘉十六年（&#x20;439&#x20;年），外国高僧竺法秀（昙摩蜜多）在南京钟山紫霞湖一带建“上定林寺”。,/Date(1407215907000+0800)/,4
