149733530,天朗气清出来走走，散步到九华山公园&#x0A;。公园不大，小而精致，有山有水有寺有塔有香火，站在高处俯瞰玄武湖公园，水光潋滟风景甚好。&#x0A;公园离喧闹的北京东路很近，却是另一个净土。身在闹市又远离闹市，让自己安静一会儿吧,/Date(1638878579000+0800)/,0
22651745,老早唐僧的头骨是埋在这里的，很经典的公园,/Date(1639096375000+0800)/,0
280166439,因塔而建的公园，因玄奘而建的塔。,/Date(1644737499000+0800)/,0
109670404,在太平门城墙内侧，玄武湖南岸，登上公园制高点可以俯瞰玄武湖全貌，向南俯瞰南京城市全貌。曾是六朝皇家御园。公园内建有玄奘寺、三藏塔，塔内莲花座下藏玄奘法师顶骨舍利。只是最近在修整施工。之前一直香火挺旺盛。,/Date(1591767894000+0800)/,1
56396607,小众景点，基本看不到游客，本地人来的都很少，免费开放，大多是附近居民在此活动。&#x0A;环境还是很不错，拾级而上可以鸟瞰玄武湖，远眺紫金山。,/Date(1631967148000+0800)/,0
280166439,来的人相对少&#x0A;悠闲幽静更好&#x0A;欣赏湖光山色&#x0A;这里最佳角度,/Date(1624332098000+0800)/,0
3272780,居高临下，空气好，景色佳，远眺玄武湖心旷神怡。,/Date(1631151650000+0800)/,0
219376988,没想到南京有个九华山公园，不是在安徽，风景也不错，山不高，可以俯瞰玄武湖，还有明城墙，还是免费的，随便逛逛一二个小时吧。,/Date(1620215949000+0800)/,0
202510,风景不错，算是一个迷你型的公园吧。,/Date(1628993243000+0800)/,0
280166439,和热热闹闹的玄武湖紧紧相邻着。,/Date(1634692976000+0800)/,0
1949796,九华山公园面积不大，却是历代帝王的皇家游乐苑，然而，它之所以能够吸引如今人的来访，却是因为山上的玄奘寺。唐僧玄奘的部分头顶骨埋于山顶的三藏塔内，塔基还有高僧花香和西天取经的详细线路图，这位“天下第一完人”为普渡佛法历经坎坷数十载，他的丰功伟绩早已是家喻户晓。这里免费参观，游人稀少。目前寺庙的地藏殿和罗汉洞都在施工，不开放，可以在主殿拜佛，然后登山瞻仰三藏塔，登高望远，可以鸟瞰玄武湖。,/Date(1573620038000+0800)/,1
19177328,可以来这里爬南京的城墙，看唐玄奘的三藏塔,/Date(1635308326000+0800)/,0
55324861,这位“天下第一完人”为普渡佛法历经坎坷数十载，他的丰功伟绩早已是家喻户晓。这里免费参观，游人稀少。目前寺庙的地藏殿和罗汉洞都在施工，不开放，可以在主殿拜佛，然后登山瞻仰三藏塔，登高望远，可以鸟瞰玄武湖。,/Date(1587718347000+0800)/,0
36218441,九华山公园有着“九华丹青”的美誉，在钟山脚下，曾是皇家园林，拥有着众多的自然景观和人文景观。园里玄奘寺的三藏塔，是座方形五层的楼阁式砖塔，塔下埋着玄奘法师的灵骨。登上三藏塔，三藏塔可以俯瞰南京的美景，湖光山色、落日余晖，美不胜收。同时九华山公园也是一个植物的天堂，景点被绿树环绕着，公园免费开放，景色很美。,/Date(1577281690000+0800)/,2
149733530,单位在附近中午吃过午饭来遛弯，没走正门是从鸡鸣寺旁边解放门沿城墙步道进去的，秋高气爽阳光明媚，中午没啥游客，三三两两基本都是周边单位来遛弯消食的，这公园在南京众多景点中是个偏僻的去处，虽然处于闹市但一直人很少，免费，逛一圈一小时足够了,/Date(1573610722000+0800)/,0
84069470,说南京逛逛还可以的环境也好景点啊，感觉总是这么差这些东西的。,/Date(1594368590000+0800)/,0
1497591,这可是有历史典故的地方。值得去看看。临着玄武湖。景色非常美,/Date(1608822456000+0800)/,0
202510,一个有一定佛教色彩的袖珍公园，登到山顶可以看到玄武湖。,/Date(1602159417000+0800)/,0
202510,公园不大，对面就是玄武湖。很好看。,/Date(1619056212000+0800)/,0
67592828,九华山每年基本都会去的&#x20;放松心情,/Date(1599614490000+0800)/,0
205479826,九华山公园北隔明城墙，毗邻玄武湖，象一只倾覆的行船，拾级而上，一路登至山顶，远眺可饱览玄武湖景色，俯瞰可领略明城墙风采。公园内不大，有玄奘寺、三藏塔、罗汉洞、地藏殿等主要景观，分布于山势各处。,/Date(1588295463000+0800)/,1
14364523,“山不在高，有仙则灵”，这话用在玄武湖畔的九华山公园，恰如其分。公园位于玄武湖畔东南方向太平门内西侧，海拔61米，因公园内三藏塔～塔内莲花座下藏玄奘法师顶骨舍利而遐迩。&#x0A;我和家人10月5日早餐后，从东门步入公园，最新政策：免门票，赞。虽在“十一”期间，或因下雨天气因素，公园内游人稀少，绿树茵茵，空气清新，游玩很是惬意。不足之处，在山顶有些路段，雨中稍显泥泞。&#x0A;站在九华山顶的旺气台极目远眺，烟雨中，巍巍钟山林海茫茫、玄武湖上碧水涟漪、古老的明城墙蜿蜒曲折的向台城延伸、湖光山色，尽收眼底。向南俯视，城区高楼鳞次栉比，一幅都市新貌呈现眼前。&#x0A;公园是集山、水、林、城、历史和文化于一身，在环玄武湖游中值得一去。游玩时间：1个小时左右。下一站：古鸡鸣寺。,/Date(1511919539000+0800)/,8
8705584,此九华山虽非彼九华山，但紫金山脚下，玄武湖畔，依然古朴典雅。公园内建有玄奘寺、三藏塔，塔内莲花座下藏玄奘法师顶骨舍利。,/Date(1565539607000+0800)/,0
94278967,虽然不大，都是还不错&#x0A;这个季节，刚刚好，不冷不热,/Date(1597898205000+0800)/,0
56081331,南京九华山公园坐落在玄武湖畔，九华山最高处海拔61米，公园占地面积12.9公顷，登上九华山顶峰，可以东眺钟山，北望玄武湖，南观市区，西看鸡鸣寺。公园内有玄奘寺，山顶有塔，九华山公园免费开放，景色很美。,/Date(1571537297000+0800)/,0
80890903,九华山公园可以远眺玄武湖。我去的时候梅花已谢，杏花桃花玉兰争艳。这里游人不多，清幽雅致，还有健身设施，是当地人登山健身的好去处。这里与玄奘有渊源，如玄奘寺、六合亭等等。有多条林中散步观花的小路，适合散心观景。,/Date(1553000867000+0800)/,4
108602447,九华山公园在玄武湖边上，公园免费开放，从景区大门进去走上一处比较陡的台阶，来到了玄奘寺，这里香火很旺，从玄奘寺继续向上，有健身步道，到达山顶可以眺望玄武湖景色，风光不错。,/Date(1572955538000+0800)/,0
4515470,南京九华山因山南建有小九华寺，以寺名中“九华”二字所以得名。南京的九华山在历史上曾数次易名，因临湖一侧陡峻如削，象一只倾覆的行船，古称覆舟山。在古代风水学上，山如覆舟是一种吉祥的象征。从寺门下进入还看不出来有多大，进入寺庙后一路往上豁然开朗，山上的风景秀美，气场祥和，真是闹中取静，很有世外桃园的感觉。九华山公园位于江苏省南京市玄武区九华山20号，东眺紫金山，北望玄武湖，南邻北京东路，西看鸡鸣寺，北临明城墙，东接富贵山，是钟山余脉西走入城的第一山丘。,/Date(1525754065000+0800)/,1
